generation fossil gas,generation fossil oil,generation hydro pumped storage consumption,generation hydro water reservoir,generation solar,forecast solar day ahead,total load actual,price day ahead,total load forecast
6059.0,276.0,841.0,329.0,21.0,2.0,22193.0,49.59,22234.0
6128.0,276.0,834.0,272.0,20.0,0.0,22213.0,49.69,22371.0
6440.0,275.0,684.0,483.0,20.0,0.0,23138.0,50.77,23180.0
7329.0,272.0,117.0,1081.0,20.0,4.0,26258.0,64.9,26190.0
10285.0,282.0,0.0,3000.0,20.0,20.0,31110.0,71.04,30821.0
12776.0,318.0,0.0,4200.0,117.0,161.0,33977.0,72.33,33560.0
13102.0,330.0,0.0,4506.0,649.0,677.0,35203.0,73.08,34757.0
13273.0,334.0,0.0,4073.0,1311.0,1415.0,35911.0,71.04,35424.0
13692.0,332.0,0.0,3441.0,1787.0,1832.0,35681.0,70.0,35400.0
13101.0,335.0,0.0,2811.0,2100.0,2108.0,35368.0,70.0,35159.0
13228.0,333.0,0.0,2387.0,2173.0,2219.0,35050.0,68.76,34942.0
13254.0,336.0,0.0,2005.0,1968.0,2077.0,34006.0,68.74,33869.0
13475.0,323.0,0.0,1270.0,1487.0,1622.0,33553.0,70.0,33417.0
14468.0,321.0,0.0,760.0,770.0,948.0,33350.0,70.02,33148.0
15817.0,321.0,0.0,2461.0,152.0,287.0,34132.0,72.08,33945.0
16601.0,332.0,0.0,3520.0,33.0,9.0,36176.0,78.19,36395.0
16405.0,343.0,0.0,2803.0,17.0,1.0,36678.0,76.44,36965.0
16362.0,341.0,0.0,1977.0,16.0,2.0,36817.0,76.39,37127.0
15169.0,350.0,0.0,1789.0,17.0,4.0,35824.0,75.61,35897.0
13369.0,354.0,0.0,1393.0,17.0,2.0,33035.0,70.02,33063.0
11770.0,354.0,0.0,445.0,17.0,2.0,29885.0,67.65,29860.0
9457.0,343.0,0.0,742.0,17.0,1.0,27599.0,71.04,27857.0
8162.0,336.0,0.0,324.0,17.0,1.0,25852.0,66.84,25922.0
7033.0,333.0,232.0,342.0,16.0,2.0,24784.0,55.99,24839.0
6999.0,333.0,315.0,270.0,17.0,3.0,24276.0,54.12,24474.0
7094.0,315.0,563.0,235.0,16.0,1.0,24254.0,52.94,24379.0
7656.0,324.0,405.0,262.0,17.0,1.0,24930.0,52.94,24945.0
10134.0,326.0,8.0,395.0,17.0,2.0,27517.0,64.99,27548.0
13783.0,329.0,0.0,1959.0,16.0,2.0,32190.0,74.32,32206.0
15499.0,334.0,0.0,2788.0,71.0,121.0,34843.0,76.39,34829.0
16290.0,343.0,0.0,3093.0,460.0,524.0,35945.0,76.45,35693.0
16631.0,346.0,0.0,3362.0,910.0,979.0,36416.0,77.97,36148.0
16589.0,346.0,0.0,3372.0,1116.0,1110.0,36358.0,76.34,35899.0
15649.0,346.0,0.0,3405.0,1188.0,1252.0,35972.0,74.23,35673.0
15443.0,345.0,0.0,3569.0,1116.0,1190.0,35674.0,71.88,35366.0
15637.0,347.0,0.0,2666.0,976.0,1005.0,34653.0,69.9,34168.0
15884.0,353.0,0.0,1971.0,678.0,731.0,34114.0,68.71,33726.0
16353.0,352.0,0.0,2044.0,345.0,394.0,34069.0,71.04,33518.0
16970.0,355.0,0.0,3221.0,55.0,161.0,34917.0,75.55,34329.0
17389.0,355.0,0.0,4146.0,35.0,0.0,36813.0,78.41,36634.0
17546.0,355.0,0.0,2906.0,18.0,4.0,37178.0,78.41,37126.0
16601.0,355.0,0.0,1690.0,15.0,21.0,37183.0,75.0,37248.0
14263.0,354.0,0.0,2496.0,15.0,6.0,35948.0,74.23,36050.0
12627.0,351.0,0.0,1596.0,15.0,1.0,33140.0,67.65,33298.0
10630.0,348.0,0.0,376.0,15.0,0.0,29990.0,64.34,30098.0
8193.0,339.0,115.0,360.0,15.0,1.0,27636.0,68.71,28091.0
6972.0,333.0,138.0,215.0,15.0,0.0,25769.0,59.51,26187.0
6287.0,326.0,870.0,182.0,15.0,0.0,24670.0,54.09,25073.0
6343.0,324.0,1242.0,219.0,15.0,1.0,24352.0,53.25,24641.0
6357.0,321.0,1557.0,258.0,15.0,1.0,24236.0,52.65,24507.0
6685.0,321.0,1192.0,237.0,19.0,2.0,25007.0,52.31,25142.0
8862.0,327.0,231.0,499.0,20.0,1.0,27715.0,61.8,27736.0
12524.0,323.0,5.0,1740.0,15.0,6.0,32507.0,75.23,32347.0
14097.0,334.0,0.0,1944.0,58.0,84.0,34920.0,75.55,34958.0
14571.0,330.0,0.0,2761.0,284.0,361.0,36036.0,76.39,36108.0
14771.0,330.0,0.0,3123.0,693.0,749.0,36722.0,76.39,36670.0
15079.0,325.0,0.0,2807.0,1114.0,995.0,36727.0,76.23,36546.0
15159.0,328.0,0.0,2643.0,1316.0,1258.0,36536.0,75.55,36298.0
14955.0,329.0,0.0,1957.0,1452.0,1418.0,36257.0,75.23,36100.0
14107.0,332.0,0.0,1971.0,1471.0,1401.0,34982.0,73.67,35006.0
14037.0,340.0,0.0,1312.0,1425.0,1231.0,34479.0,71.5,34640.0
14176.0,345.0,0.0,1081.0,1014.0,816.0,34138.0,69.87,34409.0
14626.0,346.0,0.0,2258.0,369.0,339.0,34907.0,74.0,35272.0
14666.0,345.0,0.0,3336.0,60.0,87.0,36829.0,76.23,37396.0
15049.0,346.0,0.0,2917.0,14.0,58.0,37314.0,76.55,37650.0
14025.0,348.0,0.0,2777.0,14.0,13.0,37459.0,76.76,37600.0
12285.0,345.0,0.0,837.0,14.0,0.0,35981.0,69.03,36447.0
10986.0,345.0,0.0,329.0,14.0,1.0,33239.0,64.11,33628.0
8910.0,349.0,24.0,307.0,14.0,1.0,30116.0,62.41,30577.0
6473.0,338.0,244.0,293.0,14.0,1.0,27699.0,58.44,28236.0
6004.0,330.0,342.0,325.0,14.0,4.0,25856.0,55.69,26249.0
5953.0,329.0,1396.0,263.0,14.0,3.0,24745.0,53.9,25186.0
5923.0,328.0,2074.0,202.0,14.0,4.0,24323.0,52.29,24774.0
6350.0,322.0,2195.0,276.0,13.0,5.0,24441.0,52.1,24678.0
6711.0,328.0,664.0,217.0,14.0,5.0,25002.0,54.2,25286.0
8046.0,330.0,107.0,543.0,13.0,5.0,27761.0,63.89,27927.0
12399.0,330.0,0.0,912.0,13.0,18.0,32395.0,74.78,32684.0
14281.0,339.0,0.0,1610.0,139.0,166.0,35150.0,76.39,35334.0
14367.0,342.0,0.0,2378.0,1095.0,947.0,36164.0,77.23,36353.0
14488.0,338.0,0.0,2481.0,2254.0,2106.0,36742.0,77.23,36944.0
14336.0,335.0,0.0,1854.0,3054.0,2987.0,36353.0,76.69,36919.0
14447.0,332.0,0.0,1026.0,3378.0,3472.0,35969.0,76.39,36738.0
14271.0,331.0,0.0,627.0,3545.0,3502.0,35652.0,76.39,36474.0
13738.0,333.0,0.0,434.0,3500.0,3357.0,34583.0,75.0,35353.0
13817.0,334.0,0.0,415.0,3230.0,3029.0,34274.0,73.0,35000.0
14370.0,336.0,0.0,562.0,2384.0,1878.0,34390.0,73.73,34959.0
14858.0,340.0,7.0,2199.0,985.0,895.0,35272.0,76.31,35820.0
14968.0,340.0,0.0,3281.0,244.0,155.0,37436.0,78.94,38084.0
14920.0,344.0,0.0,3687.0,82.0,164.0,38103.0,79.62,38371.0
15078.0,349.0,0.0,3280.0,31.0,63.0,38325.0,78.81,38314.0
13571.0,351.0,0.0,1022.0,28.0,19.0,37003.0,71.22,37068.0
11956.0,350.0,0.0,677.0,28.0,17.0,34318.0,68.45,34278.0
11502.0,350.0,0.0,480.0,27.0,16.0,31089.0,68.73,31038.0
5304.0,288.0,0.0,1179.0,90.0,10.0,28355.0,75.0,28214.0
4627.0,296.0,61.0,760.0,90.0,8.0,26180.0,65.25,25963.0
4580.0,292.0,371.0,366.0,89.0,8.0,24805.0,60.71,24585.0
4576.0,291.0,1008.0,402.0,90.0,9.0,24238.0,57.43,24050.0
4499.0,289.0,1245.0,457.0,91.0,11.0,24168.0,56.58,23902.0
4591.0,291.0,817.0,523.0,89.0,10.0,24841.0,60.01,24533.0
5578.0,290.0,242.0,1634.0,81.0,10.0,27338.0,73.69,27149.0
7290.0,290.0,15.0,3718.0,88.0,17.0,32226.0,82.87,31789.0
8832.0,291.0,0.0,4502.0,109.0,90.0,35449.0,87.0,34878.0
9063.0,295.0,0.0,4490.0,734.0,618.0,36194.0,88.01,35680.0
8891.0,296.0,0.0,4249.0,1698.0,1422.0,36318.0,86.71,36083.0
7945.0,296.0,0.0,3541.0,2526.0,2419.0,35824.0,86.4,35753.0
6985.0,297.0,0.0,2275.0,3104.0,3098.0,35236.0,82.94,35156.0
6899.0,296.0,27.0,1989.0,3146.0,3254.0,34968.0,81.19,34765.0
6269.0,298.0,144.0,1592.0,3043.0,3066.0,33769.0,79.69,33726.0
6162.0,300.0,376.0,1461.0,2922.0,2707.0,33330.0,76.98,33127.0
6552.0,299.0,81.0,1687.0,2360.0,2061.0,33268.0,77.15,32947.0
7355.0,304.0,0.0,2836.0,1225.0,1218.0,33844.0,79.97,33472.0
7570.0,304.0,1.0,4854.0,329.0,437.0,35905.0,82.1,35624.0
7449.0,304.0,1.0,4713.0,87.0,107.0,37104.0,81.28,37033.0
7316.0,304.0,0.0,3717.0,83.0,32.0,37124.0,78.33,37317.0
6661.0,304.0,0.0,2104.0,73.0,10.0,36367.0,74.03,36607.0
5685.0,304.0,0.0,1361.0,72.0,11.0,33694.0,69.21,33940.0
4952.0,304.0,133.0,899.0,72.0,14.0,30251.0,64.28,30776.0
3519.0,172.0,1643.0,1383.0,29.0,11.0,26513.0,50.6,26627.0
3328.0,172.0,2409.0,1212.0,26.0,9.0,24497.0,45.66,24588.0
3191.0,172.0,3002.0,1031.0,19.0,14.0,22879.0,42.99,22956.0
3400.0,172.0,3594.0,879.0,18.0,13.0,22031.0,42.07,22180.0
3228.0,166.0,4048.0,814.0,18.0,8.0,21624.0,41.45,21871.0
3067.0,172.0,4018.0,621.0,17.0,6.0,21555.0,40.76,21885.0
3106.0,172.0,4092.0,561.0,17.0,5.0,21955.0,39.51,22278.0
3204.0,174.0,4036.0,692.0,25.0,13.0,22618.0,39.33,23039.0
3188.0,174.0,3947.0,716.0,35.0,97.0,23160.0,38.6,23471.0
3372.0,174.0,2732.0,1286.0,198.0,447.0,25405.0,42.07,25612.0
3093.0,175.0,1552.0,1159.0,479.0,790.0,27652.0,42.1,27832.0
3208.0,174.0,1278.0,1556.0,754.0,1026.0,28838.0,45.1,28695.0
3324.0,175.0,883.0,1378.0,1010.0,1110.0,29228.0,49.83,28724.0
3178.0,176.0,996.0,1364.0,1102.0,1056.0,29525.0,46.05,28988.0
3165.0,188.0,1698.0,1176.0,1034.0,1005.0,29208.0,40.76,28807.0
3095.0,196.0,2805.0,849.0,876.0,869.0,27716.0,35.58,27402.0
3149.0,201.0,3207.0,1073.0,542.0,584.0,26854.0,32.19,26630.0
3291.0,202.0,3147.0,1255.0,180.0,351.0,26679.0,36.0,26304.0
3578.0,202.0,1649.0,2020.0,37.0,72.0,27938.0,42.59,27632.0
3597.0,202.0,225.0,2883.0,31.0,0.0,30386.0,49.83,30364.0
3479.0,202.0,0.0,2390.0,29.0,0.0,31649.0,49.83,31871.0
3297.0,205.0,6.0,2410.0,18.0,1.0,31582.0,49.83,32099.0
3356.0,214.0,505.0,2210.0,19.0,1.0,30549.0,43.46,30756.0
3611.0,216.0,1527.0,2146.0,19.0,3.0,28145.0,40.62,28326.0
4168.0,250.0,1557.0,1881.0,93.0,122.0,23551.0,31.25,23809.0
3882.0,249.0,1960.0,1701.0,58.0,46.0,22094.0,26.06,22335.0
3945.0,249.0,2684.0,1376.0,55.0,27.0,20964.0,23.23,21168.0
3865.0,250.0,3279.0,971.0,55.0,11.0,20274.0,18.07,20510.0
3820.0,236.0,3406.0,798.0,55.0,0.0,20019.0,14.26,20217.0
3946.0,234.0,3381.0,908.0,55.0,0.0,19996.0,15.47,20203.0
3786.0,236.0,3515.0,640.0,55.0,0.0,20246.0,17.26,20460.0
3786.0,250.0,3285.0,536.0,88.0,79.0,20336.0,15.0,20473.0
4007.0,246.0,2819.0,880.0,635.0,742.0,21149.0,14.69,21055.0
3773.0,249.0,1948.0,1021.0,1742.0,1923.0,22964.0,18.82,22936.0
3549.0,250.0,2239.0,804.0,3382.0,3376.0,24361.0,17.49,24640.0
3320.0,245.0,2348.0,1016.0,4369.0,4184.0,24948.0,18.43,25585.0
3295.0,248.0,3020.0,931.0,4607.0,4708.0,24810.0,17.46,25751.0
3180.0,247.0,3141.0,591.0,4481.0,4785.0,24951.0,15.22,25991.0
3392.0,248.0,3025.0,912.0,4477.0,4532.0,24670.0,13.31,25650.0
3287.0,251.0,2961.0,695.0,4219.0,4110.0,23695.0,12.29,24372.0
3205.0,234.0,2977.0,654.0,3840.0,3824.0,23111.0,12.0,23611.0
3544.0,250.0,2956.0,737.0,2927.0,3134.0,22955.0,12.0,23295.0
3293.0,251.0,2660.0,667.0,1589.0,1836.0,23571.0,23.76,23746.0
3446.0,245.0,945.0,1572.0,735.0,790.0,26212.0,37.1,26113.0
3328.0,243.0,416.0,1977.0,585.0,548.0,28448.0,38.9,28288.0
3273.0,242.0,226.0,1801.0,467.0,395.0,28438.0,32.96,28460.0
3359.0,247.0,346.0,2053.0,370.0,349.0,27248.0,34.41,27222.0
3660.0,254.0,748.0,1766.0,333.0,299.0,25329.0,32.04,25230.0
4610.0,296.0,187.0,1710.0,620.0,621.0,25071.0,51.53,25027.0
4823.0,285.0,334.0,1615.0,616.0,609.0,23765.0,49.99,23536.0
4965.0,284.0,401.0,1060.0,614.0,582.0,22679.0,46.62,22619.0
5000.0,277.0,591.0,1302.0,599.0,556.0,22297.0,45.61,22175.0
5045.0,280.0,497.0,1355.0,508.0,490.0,22158.0,46.21,21994.0
4940.0,284.0,460.0,2041.0,349.0,321.0,22500.0,50.84,22361.0
4977.0,290.0,145.0,3037.0,127.0,107.0,24282.0,53.69,24158.0
5586.0,295.0,112.0,3231.0,62.0,261.0,26616.0,54.46,26712.0
5538.0,299.0,153.0,3971.0,500.0,810.0,28156.0,55.58,28075.0
5259.0,300.0,108.0,4404.0,2060.0,2000.0,29690.0,55.56,29663.0
5167.0,303.0,19.0,3886.0,4283.0,3990.0,30278.0,54.69,30106.0
5410.0,306.0,54.0,3874.0,5095.0,4903.0,30347.0,54.02,30059.0
5287.0,307.0,12.0,3919.0,5420.0,5540.0,30364.0,54.0,29957.0
5348.0,306.0,0.0,3448.0,5586.0,5692.0,30306.0,53.69,29785.0
5338.0,306.0,7.0,2487.0,5599.0,5617.0,29517.0,51.54,28756.0
5230.0,305.0,102.0,2156.0,5508.0,5506.0,28790.0,51.04,28108.0
5258.0,306.0,6.0,1946.0,5235.0,5266.0,28515.0,50.69,27760.0
5226.0,305.0,0.0,2123.0,4743.0,4850.0,28366.0,50.02,27499.0
5027.0,312.0,0.0,2214.0,4043.0,3987.0,27883.0,49.54,26945.0
4977.0,310.0,0.0,2755.0,2811.0,2592.0,27670.0,49.65,26885.0
5021.0,310.0,0.0,3957.0,1213.0,1293.0,28393.0,53.69,27921.0
4959.0,309.0,0.0,5297.0,685.0,735.0,30059.0,55.0,29984.0
4738.0,307.0,0.0,4104.0,608.0,620.0,27841.0,54.5,27996.0
4705.0,306.0,0.0,3470.0,605.0,610.0,25961.0,52.42,25978.0
3684.0,315.0,751.0,1110.0,44.0,31.0,25433.0,38.44,25543.0
3688.0,302.0,1446.0,1209.0,37.0,85.0,24144.0,37.45,24217.0
3665.0,298.0,2185.0,879.0,37.0,133.0,23208.0,37.01,23294.0
3480.0,302.0,2599.0,849.0,36.0,95.0,22762.0,36.95,22906.0
3448.0,310.0,2655.0,793.0,37.0,21.0,22611.0,36.76,22765.0
3457.0,310.0,2171.0,828.0,37.0,11.0,23025.0,37.3,23164.0
3298.0,312.0,899.0,1047.0,37.0,30.0,24866.0,38.19,25069.0
3574.0,323.0,534.0,1083.0,164.0,176.0,27179.0,42.14,27401.0
3804.0,322.0,113.0,2080.0,685.0,660.0,29567.0,48.18,29559.0
3643.0,326.0,0.0,2710.0,1425.0,1406.0,30779.0,50.54,30624.0
3661.0,334.0,0.0,2445.0,2057.0,2084.0,31173.0,48.18,31045.0
3684.0,326.0,0.0,3086.0,2352.0,2600.0,31408.0,45.01,31356.0
3665.0,321.0,5.0,3038.0,2570.0,2847.0,31663.0,47.32,31572.0
3622.0,316.0,0.0,2027.0,2760.0,3056.0,31583.0,45.01,31402.0
3366.0,322.0,0.0,1532.0,2630.0,3080.0,30505.0,40.69,30231.0
3788.0,327.0,0.0,2047.0,2714.0,3022.0,29882.0,39.4,29357.0
3727.0,325.0,0.0,2445.0,2451.0,2696.0,29569.0,38.44,29064.0
3444.0,324.0,0.0,1519.0,2320.0,2214.0,29307.0,38.44,28861.0
3821.0,326.0,280.0,1336.0,1957.0,1826.0,28961.0,40.65,28547.0
3890.0,329.0,287.0,1161.0,1434.0,1209.0,28812.0,42.0,28469.0
3664.0,328.0,0.0,1570.0,829.0,669.0,29042.0,48.18,28748.0
3860.0,325.0,0.0,2929.0,408.0,333.0,30221.0,53.39,29891.0
3948.0,326.0,0.0,2625.0,207.0,229.0,28886.0,52.69,28632.0
3970.0,324.0,35.0,1974.0,74.0,204.0,26655.0,52.19,26657.0
4417.0,244.0,631.0,981.0,695.0,629.0,26083.0,41.59,26461.0
4384.0,247.0,1194.0,734.0,693.0,623.0,24489.0,40.68,24580.0
4430.0,248.0,1719.0,662.0,689.0,619.0,23480.0,40.54,23540.0
4395.0,245.0,1744.0,570.0,689.0,618.0,23067.0,39.36,23039.0
4469.0,240.0,1741.0,692.0,675.0,592.0,23047.0,40.54,22925.0
4650.0,245.0,1635.0,667.0,600.0,508.0,23583.0,40.69,23439.0
5049.0,236.0,620.0,968.0,431.0,398.0,25569.0,41.91,25500.0
5592.0,245.0,50.0,1099.0,487.0,526.0,28191.0,48.71,28582.0
5775.0,301.0,0.0,1963.0,1240.0,1413.0,30887.0,51.51,31405.0
6103.0,318.0,0.0,2608.0,3047.0,3060.0,32792.0,52.34,32876.0
6207.0,321.0,0.0,3383.0,4359.0,4166.0,34199.0,52.99,33719.0
6362.0,319.0,0.0,3781.0,4924.0,4789.0,35053.0,53.51,34328.0
6173.0,319.0,0.0,4017.0,5197.0,5195.0,35724.0,54.03,35018.0
6376.0,319.0,0.0,4171.0,5308.0,5335.0,36230.0,53.68,35473.0
6304.0,307.0,0.0,3847.0,5315.0,5316.0,35712.0,52.99,34838.0
6346.0,302.0,0.0,3658.0,5222.0,5157.0,35546.0,52.89,34663.0
6405.0,315.0,0.0,3751.0,4967.0,4869.0,35670.0,52.99,34882.0
6556.0,312.0,0.0,3674.0,4517.0,4471.0,35839.0,52.99,35038.0
6540.0,326.0,0.0,3383.0,3820.0,3843.0,35344.0,52.48,34620.0
6406.0,326.0,0.0,2936.0,3046.0,2973.0,34667.0,52.01,34010.0
6659.0,315.0,0.0,2569.0,2004.0,1889.0,34047.0,52.89,33426.0
6764.0,329.0,0.0,2543.0,1021.0,1013.0,33760.0,52.99,32910.0
6706.0,331.0,0.0,2492.0,729.0,702.0,32936.0,51.04,32082.0
6453.0,331.0,0.0,1191.0,705.0,655.0,30389.0,48.07,29514.0
9293.0,334.0,0.0,579.0,650.0,604.0,29848.0,50.9,29091.0
8536.0,327.0,0.0,419.0,649.0,591.0,27896.0,47.21,27439.0
7762.0,318.0,0.0,435.0,647.0,585.0,26582.0,45.25,26226.0
7665.0,312.0,84.0,371.0,628.0,576.0,25992.0,43.5,25747.0
7590.0,319.0,119.0,390.0,554.0,504.0,25767.0,43.21,25484.0
8058.0,321.0,167.0,422.0,493.0,442.0,26015.0,44.97,25715.0
8960.0,318.0,166.0,486.0,435.0,378.0,27405.0,46.55,27193.0
10244.0,319.0,123.0,668.0,430.0,452.0,29534.0,50.0,29242.0
11504.0,325.0,0.0,1003.0,1036.0,1187.0,31848.0,51.79,31422.0
11958.0,331.0,0.0,1720.0,2640.0,2732.0,34080.0,53.12,33554.0
12070.0,329.0,0.0,2261.0,4041.0,3991.0,35655.0,53.34,34904.0
12092.0,330.0,0.0,2451.0,4711.0,4482.0,36545.0,53.25,35577.0
12071.0,332.0,0.0,2789.0,5020.0,5005.0,37679.0,53.89,36489.0
12202.0,342.0,0.0,2536.0,5175.0,5250.0,38236.0,53.89,36974.0
12139.0,332.0,0.0,2123.0,5161.0,5160.0,37767.0,52.5,36367.0
12077.0,341.0,0.0,1764.0,5039.0,5009.0,37308.0,51.73,35902.0
12171.0,346.0,0.0,1777.0,4769.0,4754.0,37306.0,50.88,35945.0
11794.0,344.0,0.0,2059.0,4406.0,4409.0,37315.0,51.66,35902.0
11495.0,346.0,0.0,2125.0,3806.0,3800.0,36700.0,50.41,35297.0
11819.0,346.0,0.0,2302.0,2896.0,2892.0,36275.0,49.57,34860.0
11843.0,346.0,0.0,3048.0,1701.0,1799.0,35845.0,51.74,34314.0
11572.0,347.0,0.0,3396.0,815.0,977.0,35365.0,52.15,33759.0
11149.0,348.0,0.0,3160.0,650.0,624.0,34985.0,51.79,33241.0
10344.0,347.0,0.0,2427.0,608.0,519.0,32775.0,49.57,30977.0
5490.0,314.0,448.0,666.0,650.0,608.0,26111.0,45.3,26306.0
5442.0,308.0,740.0,719.0,657.0,605.0,24672.0,45.0,24795.0
5497.0,301.0,1011.0,452.0,654.0,598.0,23457.0,39.52,23622.0
5526.0,294.0,874.0,466.0,651.0,591.0,22773.0,36.0,22957.0
5388.0,301.0,988.0,429.0,617.0,575.0,22477.0,34.5,22573.0
5364.0,290.0,920.0,439.0,573.0,502.0,22121.0,34.5,22370.0
5829.0,287.0,674.0,390.0,402.0,374.0,22452.0,36.3,22666.0
5324.0,286.0,436.0,382.0,273.0,343.0,22531.0,36.0,22940.0
5513.0,276.0,23.0,727.0,801.0,892.0,23714.0,39.0,23984.0
5758.0,281.0,0.0,943.0,2403.0,2289.0,25644.0,43.8,25625.0
5032.0,288.0,0.0,1019.0,4254.0,3966.0,27291.0,43.87,27160.0
5021.0,278.0,0.0,1291.0,4871.0,4736.0,28116.0,46.46,28010.0
5093.0,278.0,0.0,1436.0,5162.0,5157.0,28493.0,46.46,28563.0
5085.0,276.0,0.0,1470.0,5306.0,5372.0,28827.0,46.5,28923.0
4955.0,274.0,0.0,1335.0,5323.0,5349.0,28500.0,46.85,28809.0
4923.0,273.0,0.0,1297.0,5221.0,5228.0,27762.0,46.51,28175.0
5067.0,272.0,0.0,979.0,4971.0,4971.0,27153.0,46.76,27684.0
4862.0,272.0,224.0,843.0,4606.0,4565.0,26831.0,46.76,27504.0
5084.0,272.0,339.0,746.0,4068.0,3955.0,26869.0,47.5,27624.0
5032.0,265.0,236.0,835.0,3246.0,3015.0,26965.0,46.76,27600.0
5508.0,261.0,147.0,1270.0,1804.0,1733.0,27254.0,46.96,27698.0
6005.0,261.0,76.0,1616.0,894.0,858.0,28672.0,46.84,29013.0
5931.0,242.0,76.0,1580.0,720.0,659.0,28064.0,45.4,28395.0
5875.0,236.0,76.0,702.0,705.0,644.0,26163.0,43.82,26738.0
5180.0,326.0,161.0,540.0,681.0,583.0,25990.0,48.9,26001.0
4887.0,326.0,516.0,423.0,656.0,583.0,24811.0,44.01,24599.0
5168.0,317.0,449.0,471.0,604.0,480.0,24100.0,42.66,23854.0
4959.0,313.0,289.0,444.0,556.0,429.0,23656.0,43.2,23408.0
5004.0,321.0,56.0,439.0,417.0,323.0,23557.0,42.82,23367.0
5091.0,322.0,0.0,389.0,214.0,196.0,23957.0,44.01,23773.0
6211.0,320.0,0.0,588.0,119.0,156.0,25851.0,49.69,25748.0
8162.0,330.0,0.0,1529.0,105.0,101.0,28789.0,50.0,28379.0
8763.0,334.0,0.0,1927.0,333.0,394.0,30089.0,50.11,29997.0
9210.0,339.0,0.0,1916.0,1449.0,1349.0,31198.0,52.11,31489.0
8930.0,339.0,0.0,1576.0,3662.0,3225.0,32130.0,51.2,32208.0
8885.0,333.0,0.0,1717.0,4569.0,4300.0,32886.0,50.91,33023.0
8823.0,330.0,0.0,1472.0,4973.0,4828.0,33561.0,52.24,33648.0
8531.0,335.0,0.0,1359.0,5140.0,5112.0,33711.0,52.47,33981.0
7814.0,339.0,109.0,1075.0,5185.0,5153.0,32687.0,51.2,33051.0
7717.0,343.0,263.0,903.0,5142.0,4969.0,32137.0,50.69,32382.0
7800.0,346.0,294.0,837.0,4864.0,4640.0,32087.0,50.07,32377.0
8041.0,345.0,291.0,1031.0,4406.0,4215.0,32222.0,50.89,32471.0
8142.0,343.0,291.0,1067.0,3674.0,3329.0,31897.0,50.9,31978.0
8783.0,348.0,212.0,1418.0,2304.0,2037.0,31580.0,51.6,31654.0
9752.0,348.0,0.0,2573.0,941.0,947.0,32692.0,53.6,32574.0
9762.0,346.0,0.0,3920.0,591.0,557.0,33374.0,54.91,33177.0
9170.0,345.0,0.0,2696.0,550.0,575.0,30437.0,53.81,30329.0
8998.0,346.0,0.0,1373.0,547.0,567.0,27965.0,52.34,27979.0
7430.0,328.0,0.0,1248.0,118.0,79.0,25394.0,64.05,25810.0
6011.0,320.0,0.0,1463.0,111.0,90.0,24017.0,61.84,24515.0
5270.0,320.0,166.0,1465.0,80.0,55.0,23027.0,56.12,23421.0
5059.0,320.0,180.0,1309.0,70.0,36.0,22552.0,52.5,22813.0
5118.0,317.0,248.0,929.0,70.0,27.0,22207.0,50.0,22339.0
5284.0,307.0,389.0,830.0,71.0,21.0,21989.0,49.55,21972.0
5757.0,308.0,389.0,758.0,67.0,22.0,22147.0,54.54,21822.0
6864.0,311.0,167.0,1195.0,47.0,23.0,22757.0,63.76,22274.0
7183.0,310.0,0.0,1477.0,99.0,161.0,22804.0,62.65,22001.0
7447.0,310.0,0.0,1226.0,755.0,837.0,24049.0,64.99,23325.0
7489.0,308.0,0.0,1258.0,1719.0,2018.0,25409.0,64.05,24553.0
7426.0,308.0,0.0,1470.0,2812.0,3381.0,25889.0,63.0,25340.0
7063.0,284.0,0.0,1225.0,3514.0,3804.0,26162.0,59.14,25811.0
7095.0,277.0,0.0,905.0,3773.0,3995.0,26589.0,58.0,26370.0
7348.0,280.0,0.0,661.0,3775.0,3850.0,26252.0,57.29,26262.0
7234.0,281.0,92.0,599.0,3761.0,3677.0,25107.0,56.54,25228.0
7701.0,279.0,404.0,598.0,3455.0,3247.0,24528.0,55.0,24476.0
7822.0,277.0,404.0,622.0,2785.0,2576.0,24303.0,60.02,24173.0
8465.0,278.0,326.0,804.0,1698.0,1692.0,24473.0,64.05,24232.0
9452.0,276.0,47.0,1160.0,551.0,817.0,25483.0,66.51,25152.0
9689.0,277.0,0.0,1576.0,175.0,371.0,27810.0,69.02,28156.0
9886.0,275.0,0.0,1319.0,40.0,163.0,27926.0,67.12,28440.0
9826.0,274.0,0.0,1089.0,31.0,89.0,26512.0,63.14,27067.0
8548.0,273.0,84.0,632.0,36.0,34.0,24818.0,57.44,25355.0
5642.0,269.0,68.0,495.0,39.0,19.0,24668.0,60.0,24118.0
4993.0,270.0,1139.0,240.0,40.0,11.0,22990.0,51.56,22613.0
4855.0,268.0,1863.0,226.0,40.0,18.0,21904.0,48.13,21526.0
4684.0,269.0,2497.0,201.0,39.0,21.0,21183.0,45.38,20925.0
4939.0,254.0,2611.0,273.0,40.0,22.0,20924.0,44.78,20595.0
4938.0,268.0,2733.0,299.0,40.0,20.0,20869.0,44.53,20632.0
5097.0,269.0,2694.0,202.0,40.0,20.0,21213.0,44.53,21075.0
4942.0,270.0,2615.0,204.0,40.0,34.0,21552.0,45.08,21656.0
4901.0,270.0,2176.0,350.0,427.0,397.0,22008.0,48.33,22089.0
4698.0,270.0,1446.0,463.0,1673.0,1503.0,24009.0,50.0,23796.0
